EVENT_NAME,PATHOGEN,REFERENCE,DATE_LOW,DATE_HIGH,DATE_REPORT,DATE_TYPE,SPATIAL_RESOLUTION,AL0_CODE,AL0_NAME,AL1_CODE,AL1_NAME,AL2_NAME,AL3_NAME,LOCALITY_NAME,LOCATION_TYPE,CONFIRM_STATUS,OUTCOME,CUMULATIVE_FLAG,VALUE
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,CONFIRMED,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,TOTAL,CASE,FALSE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,TOTAL,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,CASE,FALSE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,CASE,TRUE,270
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,DEATH,FALSE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,CASE,FALSE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,CASE,TRUE,270
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,DEATH,FALSE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,CONFIRMED,CASE,FALSE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,TOTAL,CASE,FALSE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,CASE,FALSE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,CASE,TRUE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,DEATH,FALSE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,CASE,FALSE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,CASE,TRUE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,DEATH,FALSE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2019-12-01,2020-01-20,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-14,2020-01-14,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-14,2020-01-14,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-14,2020-01-14,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-14,2020-01-14,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-16,2020-01-16,2020-01-21,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-16,2020-01-16,2020-01-21,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-16,2020-01-16,2020-01-21,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-16,2020-01-16,2020-01-21,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-24,2020-01-24,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-24,2020-01-24,Authority notification,AL0,JP,Japan,,,,,,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-17,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-17,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-17,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-17,2020-01-17,2020-01-21,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-18,2020-01-22,2020-01-22,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-18,2020-01-22,2020-01-22,Authority notification,AL0,TH,Thailand,,,,,,Clinical care sought,TOTAL,CASE,TRUE,3
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-20,2020-01-20,2020-01-21,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-20,2020-01-20,2020-01-21,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-20,2020-01-20,2020-01-21,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-20,2020-01-20,2020-01-21,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,292
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,TOTAL,CASE,FALSE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,TOTAL,CASE,TRUE,292
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Unknown,AL0,CN,China,,,,,,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-24,2020-01-24,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-24,2020-01-24,Authority notification,AL0,KR,"Korea, Rep.",,,,,,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-BJ,Beijing,,,,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-BJ,Beijing,,,,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,CONFIRMED,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-GD,Guangdong,,,,Clinical care sought,TOTAL,CASE,TRUE,14
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,CASE,TRUE,270
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,CASE,TRUE,270
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,AL1,CN,China,CN-HB,Hubei,,,,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-SH,Shanghai,,,,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,CONFIRMED,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,AL1,CN,China,CN-ZJ,Zhejiang,,,,Clinical care sought,TOTAL,CASE,TRUE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,CONFIRMED,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-BJ,Beijing,,,Beijing,Clinical care sought,TOTAL,CASE,TRUE,5
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,CASE,TRUE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,CONFIRMED,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,CASE,TRUE,258
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Report,locality,CN,China,CN-HB,Hubei,,,Wuhan,Clinical care sought,TOTAL,DEATH,TRUE,6
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,CONFIRMED,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,CONFIRMED,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,TOTAL,CASE,FALSE,1
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-21,2020-01-21,2020-01-21,Authority notification,locality,CN,China,CN-SH,Shanghai,,,Shanghai,Clinical care sought,TOTAL,CASE,TRUE,2
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-22,2020-01-22,2020-01-23,Authority notification,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,CASE,FALSE,15
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-22,2020-01-22,2020-01-23,Authority notification,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,CASE,TRUE,571
nCoV_2019,2019 Novel Coronavirus (2019-nCoV),HK CHP Severe Respiratory Disease associated with a Novel Infectious Agent,2020-01-22,2020-01-22,2020-01-23,Authority notification,AL0,CN,China,,,,,,Clinical care sought,CONFIRMED,DEATH,TRUE,17
